Step,AgentID,Theta,ChosenEp,ChosenEs,Payoff,RunId,iteration,nu,theta_L,theta_H,delta_W,safety_bonus,performance_bonus,developer_class,developer_params,contract_type,pre_calculated_menu,DisasterOccurred,SocialWelfare,initial_guess
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,0,0,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,1,1,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.10816474420965,2,2,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.10816474420965,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,3,3,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,4,4,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,5,5,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,6,6,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,7,7,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,8,8,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.0,0.052561861916703805,2.732877168254886,42.0790598294986,9,9,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.0790598294986,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,10,10,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,11,11,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,12,12,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,13,13,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.0,0.052561861916703805,2.732877168254886,42.0790598294986,14,14,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.0790598294986,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,15,15,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,16,16,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,17,17,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,18,18,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,19,19,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,20,20,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,21,21,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,22,22,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.0,0.052561861916703805,2.732877168254886,42.023659484439804,23,23,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.023659484439804,
0,1,1.0,0.052561861916703805,2.732877168254886,0.0,24,24,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-1000.0,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,25,25,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
0,1,1.5,0.07995298998234436,3.0338229961222045,42.02155508112814,26,26,0.5,1.0,1.5,1000.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-42.02155508112814,
